,Shopee ID Reviews
311," My package has been left in the warehouse for 2 days, not sent to the recipient's address. You can't take it yourself, you don't even know when to send it. Complaints have been made by chat, email, telephone, but …"
312," Worst shipping service !!! The status of the package has been received in my father's name while my father never received the package, he should have called to the number listed on the package …"
313," I'm sorry about using this even though other couriers are speeding up, afraid like last year the goods were sent after Eid even though the goods were used on Eid, where is Bandung taking so long again ... the …"
314," Bad, in my opinion shopees don't have to participate in making delivery services, if the service is bad, let JNE J&T etc. take care of the packages, they are the experts …"
315," Yes, the package is actually there where the person has been waiting for the time when the shopee status has been received even though the item has also been received, it hasn't been lolled. I swear when I regret …"
316," My order from yesterday was being delivered by courier, but it didn't arrive …"
317," My package hasn't arrived yesterday ""  Courier is less responsible, for their obligations ,,,, 😔 …"
318, Looking at the comments of the public who are waiting for items for Eid :
319, Old Bandung fellow  
320," Worst delivery service, slowest courier among the others! …"
321," It's really bad, the package status has been received Even though it has not been received at all high school, I have asked the neighbor's high school family also no one has accepted …"
322," It's so bad it's been a week I haven't arrived, ordered pants, sorry Shopee Express, it's disappointing, don't want it twice …"
323, I'm sorry about using the express shop ... it's taking a long time ... it's not like another expedition ... my stuff hasn't arrived yet ... how do I do that ... who should I contact …
324," From the 5th, why is my package still in Bandung warehouse? It's been really long .. Please improve the service. It's already been shopping, you can't choose an expedition, this expedition can take a long time ... …"
325," Liar ... the status is accepted even though it doesn't accept it at all ... I don't know where to run CS chat and email doesn't help at all, instead I was told to wait ... it's better for regular expeditions, it's …"
326," The delivery takes a long time, usually if the status has changed, it is being sent to the location in less than 1-2 hours and it has arrived, it's been days ""ganyampe"" what do you get lost for example if it has not …"
327," The delivery is long, please fix it  "
328," My package is ready for 5 days and yet, the game continues, this warehouse shoope has not been confirmed yet, there is no responsibility …"
329," The package I use Shopee Express is really lsma, try if another expedition arrives in 2 days, it's almost a week from Tangerang-Bandung …"
330," first time using Shopee Express, it took a long time to arrive. 11 days just arrived. the second time I used it, I thought it would take too long. apparently not! goods sent on the 4th, the 7th to the. This is fast in …"
331," Come on, let's go ... the packages from Bandung, stop in Bandung too ... from the 3rd, now on the date ... it must be on the 5th ... it's already past 2 days ... !! It's really bad, there's no movement ... …"
332," It's crazy, it's been 4 days for the package to get stuck in DC Bandung 🙄 where's it for Eid. Confused where to call, you know it's better to use Laen's shipping service …"
333, Thank God until on time  
334," Woooyy, my package didn't move from May 4, still in Bandung DC all the time. It's really bad for a long time …"
335, Bandung-Jakarta up to 3 days more. Why don't you try  
336," MY PACKAGE WHERE BEKASI BANDUNG IS STILL THE SAME SAME WEST JAVA KOK CAN CAN 2 DAYS GA SENT, SHOPEE ALESAN OVERLOAD CONTINUES TO CLOSE WHEN GABISA JD EXPRESS EXPEDITION …"
337, Usually you can use a delivery service using fast / fast 2 days until Jogja now you can't choose really bad. It's been almost 1 week it's still sorted in Bandung for a long time. …
338," Worse, my order has been stuck at the warehouse for 2 days, not to mention the trip to my city "
339," I ordered a package from Surabaya, Bandung, it has not arrived for 4 days, even though if I use J & T, I have received 3 days ... disappointed😠😠😠 …"
340," My package was not sent for a long time, it took a long time to transit in Bandung …"
341," 3 days package is still on DC. slow messy. I've been waiting a long time. If you can't choose a service, you can even go on an expedition like this, it's better to use J&T / ID express. …"
342," Shopee now has no choice of shipping services 🙄 you can only choose regular or economical. Ehhh choose regular, get shopee express. The delivery from Bandung to Bandung in 3 days hasn't arrived either !!! How about …"
343," Slow, Sorry !, Really Nyesallll !!!! Slow!  "
344, MY ORDER WAS 5 DAYS STUCK IN DC BANDUNG  
345, Please send my package ... Udh 3 days still DC in Bandung there is no change 😭 …
346, It's been 1 week my package hasn't arrived yet .. even though it's only from Tangerang to Cianjur. ... please fix it again ... And the game hasn't arrived yet …
347," It's been 3 days that my stuff has stopped at the Bandung shoppe warehouse !!! When is it finished woi! Don't overtake 5.5, choke! …"
348, better recommendation to hurry up. instead of using the old shipping service like Shopee Express …
349," So I was worried that the reviews were all bad, usually I use JNT or Sicepat, now I can't choose my own delivery service. the message from Bandung to Cirebon in one day should have arrived, this is still sorted in …"
350, Shopee corp's monopoly and package distribution is slow!  
351," Not recommended where items are rarely updated, even though fellow Bandungers have to be faster …"
352," The update is long, it & amp; # 39; s not really recommended …"
353," Shopee, if you're ready to make an expedition, don't make it, The service really took a long time, the goods didn't arrive …"
354, Office too  
355," Delivery of fellow Bandung old, even though fellow Bandung …"
356," This is my only experience, yes, if you buy goods at Shopee, continue to use this courier. Get ready for gambling, yes the price is cheap. But sorry the quality of service is cheap. …"
357," The delivery from Bandung to Bandung regency took a long time, the status was not moving from morning to night, or else the package would arrive or not …"
358," send my stuff here, want to use it, instead stay away !!  "
359," For the sake, the status is always sent. Even though there is no package. So it works fast, okay? …"
360, Blog  
361," I ordered goods at Shopee, at 12 pm I checked the status of the order written that it was received at 21:44. However, no one at home had slept at that time, no courier came to the house. Where is my package ??? Read …"
362," Kapok the one who was supposed to be on the 26th until today, or where is the package today, checked from yesterday yesterday. …"
363," With credit, the courier can call you at the front. or not, at least the application can make free calls using a data package. …"
364," I swear why the Shoppe Express. Lazy at what the worker is lazy. The last estimated item for the day came. But there's no news yet. Crazy, really long. No more using the Express shop. Very disappointed... …"
365," If you can choose an expedition, choose Shopee Express. express what ... longeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee. …"
366," The delivery status has been received by him, but there is no delivery of the package home. Where's my package ??? 😡😤 There is no contact courier / hub office. how do you want to trace this ?? …"
367, This Is What You Called Express? Packages Stuck Exceeded Days Over Estimated …
368," Estimated date on 19 arrived, this has not arrived from the 15th, how long it has arrived, even though the item you want to use is according to the estimated date, how disappointed is the express, halu, this is it …"
369," It took a long time, God, the package didn't arrive, I checked the receipt with the courier but the delivery failed, even if a courier came or not. …"
370," I give a 5 star because for the courier it is good, or the home address is called first, it's not the first time seeing a courier take a car but not a shopee car, for those who give 1 star, let's change the position …"
371, How do you apply for a job here? I want to work as a shoppe courier …
372, Bad  
373," I give you one star, the expedition period which should have been until 13-14 this date has not arrived yet, he said on the street, I waited until this hour yet to arrive either, are the workers professional or not? I …"
374," Sorry bro, how come my package hasn't arrived yet?  "
375," To make matters worse, my shopee express order was on 12 in the afternoon. 12 o'clock and the store has been sent ... Just when I tracked it down on the 14th to the warehouse in the afternoon ... …"
376," The package from April 9 until now has not arrived, the service is bad 😡 …"
377," The service is not satisfactory ... the recipient of the shipment for special conditions, if it doesn't come in, it doesn't want to accept the shipment ... so accept sending the goods at will he wants …"
378," Why did Shopoe take so long, even though the goods had to come today, and until now no courier has delivered why …"
379," It's not worth it if this is a shopee recommendation expedition. My delivery has been stuck for 2 days in DC Bandung, I understand that you are …"
380," being sent to the address, but it didn't arrive in 2 days, it's really bad …"
381," Why is the status already received? I don't feel like receiving it, the status at 22:32 was received, how do I want the call center hub not to connect. It's a lie until there is a signature …"
382, Lila pisan  
383," It took a long time to arrive, it should have been in the warehouse, it didn't move :"
384, Shipments fellow bandung now 3 days huh? 😂 Already rich from out of town to Bandung😊 …
385, Fastest delivery won by shopee Express BUT BOONG  
386," It's been 4 days or so haven't been sent, really slow isn't there any consistent work, huh? …"
387," Now Shopee Express is really taking a long time, even though my package has been in the warehouse for 4 days. I hope the speed will be further improved …"
388, Kapok  
389," My package was stuck in Bandung a week, even though I sent 2 packages, 1 of them arrived, the other one actually stuck for a long time …"
390," In the information on the 7th item until the estimated date 7 in the package statement has arrived at Bandung, the destination city hub Until now it hasn't arrived until I'm also surprised to see other people's …"
391," Wow, when my item was sent, it's been 5 days that it hasn't arrived …"
392," If possible, you don't want to give stars, 5 days the goods don't arrive :"
393, It took so long to arrive  
394," The package I saw at trekking arrived in Bandung on April 2 in the recipient city, until now on the 6th the package is still silent, the Gusang Bandung doesn't move at all, is that what Shopee Express works for, which …"
395," Buying the package arrived for a long time, not according to estimates …"
396," Want to ask, can you send the package here?  "
397," Very slow for delivery from Jakarta, Bandung, from April 2, April 6, samples have not arrived yet. Even though on April 4, the status of my package was already in Bandung, the warehouse hub. Yes, Kircon Pajajaran 2 …"
398," Shop at Shopee if sent by Shopee Express, it's better to cancel a really old dog from Bandung to Bandung for 5 days, right? But people need an estimated 2 days like tai, it's better to go straight to the shop tai tai …"
399," My package should have arrived on the 3rd now on the 6th of April, not yet, until I still stay at the warehouse in Bandung Hub …"
400," Not a recommendation for Jakarta Bandung for more than 4 chaotic days. If you want a business, use this to run away …"
401, ALL CALL CENTERS GA CAN BE CONTACTED. DELIVERY VERY LONG THE GA SAMPE2 EXCEEDS ESTIMATED. …
402, But it took a long time to send from Bandung  
403, One of the places for expediting goods in one of the marketplaces is the Shopee Express …
404," What do you mean? I saw at STTS, morning 9 hours again on the way to the location, but until the mlm didn't arrive, or call, gt asked for the address, or what, suddenly changed delivery failed ... it's been 3 days …"
405," Those who are rich want to compete in Jnt class and as soon as possible, don't dream of it, Jakarta, Bandung, only 2 days doesn't make snails eXPress. How not to be slow and not humanize, the package incentive is to …"
406, The staff and employees are fast  
407," The status of the package was received, even though there was no package delivered to my home address .. So where do I get my package ??? How come the Shopee Express is like this …"
408," A very bad courier, irresponsible, and unsecured, the name of the courier is Dasep Mulyadi on the Bandung city route, please not be hired, impolite and irresponsible. impolite and not good service, very disappointed. …"
409," My package didn't arrive, exceeded the estimated delivery limit and there was no notification of any calls or anything, I was disappointed with the Shopee expedition. …"
410," Bandung Tasik how come it arrived 3 days huh? Not yet another pick-up is 1 day hehe, it's not like other expeditions that transit to the Java area just arrived 1-2 days. It's not that heavy, it's the same name as …"
411, Great steady  
412," From 9 am the statement said the package was on the way to your place ""8pm Delivery failed"" don't know the address or what? My address is very clear and easy to reach across Indomerite, …"
413," ""Estimated 2-3 items to arrive""  the sentence above is a hoax. …"
414, Always success  
415," Another expedition bdg a day until now, only 3 days until the package warehouse. …"
416, Njing saria nariat gawe teu koplok brg urg 2 poe teu nepi2 pdhl sarua bdg .. maenya ti jakatta wae 1 poe nepi ieu ti bandung keneh nepi 2 poe rek k 3 poe teu nepi2 .. sedeng .. …
417," The delivery is fast, the expedition can be competitive, the delivery between cities is only 1 day …"
418," Sending the package home, I said wait a moment "
419," Very bad trowel, irresponsible, and not trustworthy, the name is riandy alfauzi cikalong path, please don't work …"
420," Even though the delivery is 1 city, but it feels like shipping from abroad, hahaha. …"
421, Please be more humane for those who will be interviewed provided a chair. …
422," Lam bgttt, I don't like it 😭😭 want to cry waiting for it …"
423," It's not clear from Bandung to Garut it's been rich abroad it's been a long time to call the warehouse, there isn't any. How do I want to ask for stuff, I see the receipt isn't clear …"
424, The delivery takes a long time from jkt-bandung to ship from outside the island for 4 days …
425, * As promised ... I updated and I updated the rating . . …
426," is this the intention of the company? sending it for a long time, if you don't have the courage to compete, don't start the company. next time, change the name to shopee slow all spread casually ..... …"
427," It's really bad, the item is written, it's already received but the club is not at home, who can accept it too or cs it's not really dangerous, shopee buy-buy but mace …"
428," Geez, this expedition was carried by a courier from 8 in the morning with the status of send to address until now not until now even though it is the same as the city of Bandung, it's only natural that the rating is …"
429," Where is my package 2 still, the period of Sidoarjo-Bandung for 2 days doesn't seem strange …"
430," give up, give up, really give up using the shopee express bandung …"
431, The fries work a lot. By aing followed to the morning not up to any of my houses. …
432," Until now, my goods haven't arrived ... at PHPin, the delivery is high ... the march said it went to the location ... the palace said it failed to be delivered ... I went back to the warehouse in Bandung hub ... and …"
433," Oh god, where is my stuff, where do you want to use it again? Shop Shopee Express is really bad …"
434," There are too many rules for partners, while partner rights have not been fulfilled .. …"
435," The courier is not clear. Even though it was only 2 minutes from your warehouse to my house, but it took me a long time to send it. …"
436, very bad and detrimental  
437, It & amp; # 39; s really strange to be close for so long  
438," WOI GOODS IN THE COURIER FAILED TO TRRUS UDA FOR DAYS "", THE DELIVERY WAS VERY BAD …"
439," severe. in the package statement received at 9:20 pm. but I don't feel like I accept ... Wow, where's the package straying? !! bner2 this is amateur courier phone or something .. hhh ugly …"
440, Will the crow do not?  
441," I have accepted the status, but I have not received it. I was at home where I was, I checked CCTV too, there was no package from the express shopee .. bad! …"
442," very very bad expedition. tired I wait for my package. where is there no customer service number. I accidentally pressed Shopee Express, because I usually use Jnt. really crazy from 3rd to 9th now it didn't arrive. …"
443," Woyyy fake tracking the item has been received, PADAHAL GA NYAMPE !!!! Signed fake again !! please the correct one when transferring goods DO NOT DISAPPOINTED, where is the item where it can't be traced anyway, …"
444," How many times have happened like this, the package has been sent to my location, but it's been taking me a long time …"
445,Ok
446," How come, how come my package doesn't arrive ""even though the estimate is on the 3rd, it's been waiting for a few days, even though it says it failed to be delivered ... where do I really need more items 😭😭 if I …"
447," Slow pisan euy .. 2 times from Bandung is very late, slower than economic expeditions, even those from abroad can be fast if from Bandung, don't need to go to SE …"
448, delivery like snails. between Bandung it & amp; # 39; s just 4 days arrived. information continues to fail .. it's only been a year don't arrive. ... …
449, The name is exspres but in fact it is like a snail  
450," If you know from the beginning, it's better to use another delivery service. It's been 1 week my order has not been received, even though the estimate was only on the 4th yesterday it arrived. …"
451," Not recommended, delivery from Bandung to Bandung has taken a long time. This is the first time I use the delivery service, I'm disappointed, no longer. …"
452," bad service, sending packages from Bandung to Bandung just took a long time …"
453," Najisss too amy ""I used to use shopee EXPRESS for a long time, it's really Bagong, I don't want to use shopee EXPRESS anymore so ahhh employees are all Dajjal's children …"
454, Really slow  
455," Very bad, the notification that the package delivered by the courier from 9 to sunset has not arrived yet. How lousy. Other shipments are stuck at 3 o'clock and have arrived at 12 o'clock at the earliest. …"
456, Handsome handsome stone fruit courier 😅  
457, Thank you Buahbuatu courier  
458," Sending continues to fail ,,,, sending takes a long time  "
459," The shipment from Jakarta to Bandung has not arrived for 5 days, the goods are going to be used but have not arrived. Please improve the quality of service 😭😭😭 …"
460," The expedition is slow, the delivery takes a long time even though it is only from East to Central, I ordered the 1st now on 4th has not arrived because of the reason the buyer rescheduled, usually I shop from out of …"
461," Look at the other reviews on really bad. No wonder what happened to my stuff. Tbtb in lost item status. Haha laugh I read all the reviews. Don't eat a blind salary, it's not a blessing for his life😊 …"
462, Great courier friendly  
463, ga lagi2 pake shopee expres🙏  
464," Shopee Express if the facilities and infrastructure are not yet launched, don't launch the expedition service first, God willing, I only used the express service for once ... the package period from Bandung, West …"
465," Package has not been received ..... but the status has been sent, how about this …"
466, Mantap nie shopee latjuba  
467, Strategic location. Friendly  
468," On the status of the delivery of the goods it has been received but received by someone else 😭 what is it, so my goods are now or where they are …"
469," Please admin, my package was received on 23rd ... I haven't received it until now ... Disappointed just trying to use Shopee Express, the service is like this ... Please I can't sleep here ... Thinking about the stuff …"
470," It's really bad that the goods are thrown to the floor, how come if it's broken, bro, this is the first time the delivery service is so bad it doesn't have any morals to wait ... Not Recommended !!! …"
471," The delivery attempt failed because the address was incomplete, even though the address was already written completely. The courier cellphone number was also not included, so I was confused about …"
472, JNE is ugly  
473, Just close the company and don't intend to be a holland bakery …
474," I am amused by the employees, the company does not have the same intention …"
475,0 star
476, I just didn't intend to close the company  
477, It's a shame that a package from Jakarta to Bandung takes more than 5 days …
478," The address is very clear, but the courier still tells us to take it, it doesn't arrive until the front of the house …"
479, delivery really long ..  
480, great  
481, Long delivery  
482, Shopee express good  
483," Bandung-Bandung 3 days have not arrived, just use another delivery service Jakarta-Bandung 2 days arrive …"
484," It's really bad, the item hasn't been received but the data has already been received …"
485, It took a long time to ship from Bogor to Bandung .. many of them were stored for days …
486, The item didn't arrive ... but it was written already received ... how ... ???????? …
487," Sorry, I sent the shope agent who was directly inputted from Cibaduyut, this is the agent who was in Buahbatu, it has been 3 days since there has been no receipt update, only this time for 7 years online trading is …"
488," Stuff can up why d return it? clear address, no phone available, and asia. …"
489," It's been 2 days still in Bandung, when will it be sent ??? …"
490," FRAUD, fake delivered status, Friday night was received at 22:31 at night with who's Boss .... no phone to WA or no regular cellphone, no one came. Masa is given to random people who hang out on the street. CRAZY …"
491," Paraaaaaah, the delivery took so long from Jakarta Bandung until 5 days …"
492," Please improve the delivery time so that it is faster and more accurate, my package from Bandung to Tasik has not arrived for 5 days according to the estimated receipt listed on shopee for 3-4 days but until now it …"
493, The courier is really good. So my package was put in the wrong house. It should be my house number 176 
494, Toll shipping services * l  
495, The package hasn't arrived yet  
496," Really disappointing !!!! Long delivery, where is my item and can't be tracked !!!! but the information has been received, who received it, really awesome! …"
497," The delivery was not very professional, I paid the postage until the house, instead I asked for an appointment on the road, it was very far, the service was the same as Jne and the fast with the reason that the road …"
498," This is the drop point for direct shoppe expeditions If you want to hurry, you can take it, you can take it here, but even if the order has arrived in Bandung …"
499, Do you intend to make an expedition service?  
500," 4 days of goods on the courier. Not for reasons of insufficient time and bad weather. If you don't intend to open an expedition service, then you don't need to. …"
501, Hehe boi  
502," Usually the visual / first impression is a reflection of how in the future the person / company will treat its customers on another day, it's the first time using this delivery service and the results are not …"
503," It took Jakarta Bandung for 5 days, an expedition service that only paid 5,000 arrived in less than 2 days, this paid in full until it arrived like sending out of the island, what are the office employees doing really …"
504, Ya ampunnnn  
505," How come my package doesn't arrive after 2 days, the status is like that. How is this the further information? …"
506, The courier is late  
507," Thank you, dsn  "
508," My package has been written, but the package hasn't arrived. How is this work? …"
509," Delivery in the city, how come from the end of the world, yes, it's been 4 days that it hasn't arrived "", parahhh ... I live in Bandung and even the seller from Bandung sent it ... Very bad service wkwk ... I was …"
510, Slow. Slow. Slow down to the snail  
511," The messengers are predatory jir bgt beware of girls. The period of delivering packages as long as you open the girl's boarding house door. Have a good adab. I'll be checking first, waiting for the opening. That is …"
512," Where is the aing euy montong package updated, the goods can come ... …"
513," I give 4 stars because I'm sorry for the Bandung Express Shopee rating, please, who is the manager or captain? If managing employees must be correct, I have talked with several shopee express couriers, why did it take …"
514," The status has been sent but in fact the goods have not been sent. Please be professional, if the goods have not been delivered, please do not claim to have been sent., Very disappointed, so far using other shipping …"
515, Woi shope xpresss my package with the receipt number ID012021494041 to send to other people who bought the card byu please help if it works well …
516," The delivery took a long time to go to the snail, I just deleted the express shope …"
517," which he said was express but slow The package is already in Bandung hub, even though, when it wants to be sent to the recipient's address it fails and it's been 2 days, so the impression is that …"
518, really okay  
519, fried to make a lot  
520," At 10 am the package was being sent by the courier, I waited until the afternoon. Suddenly late at night when the package was traced at the delivery hub again, the buyer said rescheduling. Please the correct courier, …"
521, The item arrived  
522, Broken sales using this courier mah .. long  
523," Previously, I used Shopee Express with no problem. Smooth safe and on time. But this time, it was just 9:19 PM the status ""package has been received."" I checked with the boarding house guard but there was no one yet. …"
524," Wow, where's my package? I didn't receive any package but in the status the package was received. how is this lazy bbgt ... please help those who have had a case like this, how do you handle it: "
525, The place urges me to work  
526, The first star was bismillah. The problem is a bit not quality …
527," Bad experience. Shopping at Shopee .. if shopping at Tokopedia and Lazada, .. safe from scammers …"
528, My package has not arrived for a week morning status sent courier the status of the night is saved to Bandung Hub …
529," Very bad and unsecured, the package status has been received but I have not received none of the goods …"
530," A week ago, pre-ordered your cellphone via the shop .. On December 25th the afternoon the status was sent, in the morning I saw the tracking had arrived at Bandung hub, just looking for the address on Gmaps ... wanted …"
531," Yes, why don't you just send the courier for free or courtesy, which is usually delivered by couriers J & T jne good, my mace is delivered back the next day. Uh, this is not the person, why should there be this ??? No …"
532," KAPOK USE THIS SERVICE !! IT'S ALREADY 6 DAYS THE PACKAGE HAS COME, IT'S CRAZY ONLY NEAR …"
533, Slow!  
534," Sorry bro, where do I intend to work or not? If you want to send it, you can contact me, right? There is my cellphone number there, I can get it! It's been 4 days, my package hasn't arrived "" …"
535," Please process my package in the name of Rista Ariyanti, okay? …"
536," Really bad. Don't ever use Shopee Express expedition services if you don't want to regret and lose. The package is lost but there is no solution or compensation, in the email there …"
537, Just this time for 10 years of online shopping. shortage of goods .... the package has been perforated first ... the delivery is a thief. …
538, Anjim anjim anjim anjim  
539," The delivery takes a long time, better ID Express, JNT or JNE already …"
540," I'm really sorry, it seems like just a star, it doesn't improve performance, I will report this incident to the central shopee express. I was really disappointed that it kept canceling for two days instead of being …"
541," 4 days in a row the goods were sent by the courier and every night it failed by reason of time, the next day the order was suddenly received even though I didn't receive any goods !!! Don't use this courier service …"
542," Status received, whoever received it, no one accepted  "
543, Unprofessional  
544," really long huh ... position in East Bandung, near the office even though. if you wait 2-3 hours it still makes sense but it's like being delayed until work hours are over🙄 …"
545," bdg-bdg crazy, it took me a long time to go abroad  "
546," No more using Shopee Express, it's crazy, it's a stumbling block but it's been 5 days there's no news about the transit hub …"
547, So slow Jakarta-Bandung takes 4 days the courier is not friendly anymore. …
548, Shopee express pig delivery failed first  
549," Long delivery, many reasons. The package didn't arrive, every time it was sent, it was sent until late at night to be canceled. Be sent there too, just know !!! Disappointed!!! How many times do you have to complain …"
550," NYESEL SO WAS SUMPAH NYESEL NYESEL, CHECK THE DELIVERY STATUS OF THE PACKAGE FAILED TO BE DELIVERED BY THE COURIER, ALREADY FROM DECEMBER 8, 2020 SAMPE NOW IS DATED 12 DECEMBER 2020 IS STILL RICH, HIS DELIVERY STATUS. …"
551, best !!!!!  
552," I've been disappointed twice, the first item was received but there is a courier at 12 in the evening? The second one, I ordered goods from November 30th, uh, until now there is no one, how do you say this express …"
553, The delivery of my stuff from Sunday hasn't arrived yet. Please fix and improve services and services again !!!. …
554," Poor, lost to Lazada Express which reaches all regions  "
555, Sent at 09:15 until now at 13:05 the goods have not yet arrived so the courier is stuck where the goods are bought in the same city. Ah from the chaos comes gratitude does not come gratitude chaos in the mind and …
556," If the status of the package has been received by someone else and the name of the recipient is not listed, what action should be taken? …"
557," How about this..nyeseeeeeelll really .. it turns out that there are many bad cases..sy also experiencing it again, status received but nothing .. want to cry😭 …"
558, long time bangsattt  
559, It's always disappointing to use this expedition. The more here is not better it gets worse. …
560," My package got lost somewhere, I've never shopped at shopee, stray like this 😭😭 …"
561," It's bad .. The status of the goods is stored in front of the door .. But when I checked it didn't exist at all .. I asked the neighbors too .. Nothing .. There was no notification at all .. Messyooooo ... Tomorrow, …"
562, Bad  
563, The first experience using this expedition was very good. 1 day after arriving from Jakarta to Bandung. The courier is friendly …
564," No wonder everything takes a long time, the warehouse people are slow, even those who want an interview are scheduled for 9:00 a.m., 9:30 p.m. has not arrived yet. Not in time discipline. …"
565," The package status has been received by the family member, I was asked to the closest person, but I didn't accept it, especially me. Then where were we escorted the Bambang package! …"
566, LONG! sending fellow Bandung takes 3 days The pick up order on 23 November just arrived on 25 November …
567," It is not recommended, the delivery time is long  "
568," It's been a long time, it's really urgent, all of you are disappointed until the crown is over, it's been 5 days the goods haven't arrived hzzz …"
569," Already, every time you use Shopee Express, the package is all dented, there is not even every order using Shopee Express there is a cardboard box that is not dented !! It must be a dent! COD couriers like to ask for …"
570," There is a notification that the goods have been sent from the morning, until this afternoon there is no Which day is Sunday again, I can't play waiting for the package to arrive, it's …"
571," what is this? in the application it was written, it arrived on my behalf, but no one asked the security guard at all, he said there was no courier at all that passed today, I can take legal action, not because of …"
572, It's really dirty ... the things that are said to have arrived ... I haven't received it at all ... be careful who use this service ... not recommended !!! …
573," It is not very good for the courier, without prior notification before sending the goods to play, it confuses the recipient of the goods. "
574," Oh, my God, my package got lost, what's the problem if I don't first confirm via wa? Right in the afa package my wa number !!! 😡 …"
575," It doesn't really recommend ... my package on tracking has arrived at me, but I haven't received the package until now there's no clarity …"
576," I think, I'm the only one who commented on a long time ago when I sent it on a bicycle, what kind of bicycle is this otopet, the season for a healthy lifestyle …"
577," Worse, if a COD delivery rider calls, if it's not COD it doesn't call all the wrong results of sending my package or where now has someone received it on my own name but I didn't receive the package. Kan konyolll. …"
578," The status of the goods has been sent and received by me, even though I was at home and did not receive the goods at all. Complaints here and there are not given a satisfactory solution, instead they are told to …"
579, Good  
580," WOW FAKE tracking status. the status was sent by courier, I was 24 hours home, instead the window opened …"
581," Worse, no trust!  "
582," It has been 2 days in the check that the position is being taken to Cimahi Indeed, Bandung Cimahi is how many thousand kilos it is …"
583," It took a long time, I was really disappointed that the package had been tracked all day. The package was still at that hub, and it wasn't sent. Duhh this gimna …"
584," no more ""using Shopee Express, where does the express come from in Bandung, I haven't arrived for 4 days, where do I want to go to the show again. sorry to choose this courier …"
585, My package didn't arrive  
586, steady  
587," The package stuck here a week, asking to be sent as soon as possible, there were even many reasons. No brain. Buy brains there and go to the Nasi Padang stall !! …"
588," Where's my package ?? It's not been 3 days until 2, with many reasons .. !! First, the recipient cannot be contacted, the person clearly continues to have an active number, no phone comes in, he says it can't be …"
589," What do you do with the progress, if the courier's welfare is bad, the foundation that covers the courier is not professional. Now, thank God, I've got a decent job. …"
590," This is the first time using this courier, and until now the goods haven't arrived at all 4 days the status was sent to the courier, I don't know where did the courier …"
591," Honestly, I was worried about using Shopee Express Standard because I haven't. Plus I read the review so I regret it. But it turns out ... out of my 4 packages the same day 2J & T vs 2ShopeeExpS the score is 2-0 for …"
592," reputation risk, one risk that is difficult to fix,  "
593," All give negative reviews about this expedition, yes the name is also monopoly. For items managed by Shoppe, they must come through here, if it's a long time, just be patient. …"
594, WORST!  
595," Ugly beud. Long. Ga professional. Can you judge yourself from other reviews. If possible, give 0 stars. I'll do it. …"
596," It took a long time, even though the shop was the same in Bandung, until 4 days had not arrived …"
597," Kapok using Shopee Express. This is the first time using this delivery service and is very disappointed. I received no package at all, and there was not even a courier to deliver it to the address, but in the tracking …"
598," I was shocked to read the reviews, but not what they said. …"
599, Made a fictitious package status ... on the grounds that the buyer rescheduled ... even though the courier didn't show up …
600," Clear tracking status delivered by courier, canceled the next day, delivered again, jkt-bd, almost a week, I haven't got it "
601," My package has not arrived, but it has been claimed that the person concerned has received it, how is it worth it? …"
602," Just dissolve the expedition !!! If you guys order goods using this expedition, if you can COD, don't use shopee pay, so you don't lose, I just came to the office to pick up my stuff, instead …"
603," I used the old shopee express, he said he was being sent by a courier, but suddenly the delivery failed because the buyer changed the schedule, can I change the schedule? …"
604, Lamaaaa  
605, Stuck in Bandung hub even though I have been waiting for hours and the distance is not up to 4km from my house …
606," Yesterday he said the package was being sent by the courier and then it was canceled I understand maybe because of the rain. Then this morning I checked it had not been delivered again, it was delivered at 10 am. But …"
607," Trial delivery on day 3 ... the first and second day at the courier but he said it failed, I don't know the reason, the courier also doesn't have a phone ... this doesn't know whether it arrived or not ... nyesellll …"
608, The package was sent from Bandung DC since 4 days ago. But the package status still doesn't move. Still in the process of sending to Malang. I don't know where it arrived now. Please repair shopee express service …
609," It's really bad that the package delivery hasn't been completed, it's already 2x attempts to send the package, 🙈🙈 …"
610, The recipient requests a reschedule. Even though I didn't ask at all ... I didn't contact him either …
611," The status was sent kuri, canceled, sent by courier, canceled. Pokonya NOT REALLY RECOMMENDED Do you know how to use the Shopee Express …"
612," Stts when it was received but the package didn't exist ... just take it, but it's a sin for you to take someone's …"
613, The package did not arrive  
614, The instant message is written 3 hours until it & amp; # 39; s already 2 days it doesn't arrive even though I have paid dearly. Give up using the Shopee Express service …
615," You don't need to use this shopee express anymore, I regret using this shipping service. very different from the other expeditions I've used. It has been a long time adding that the shipment is not clear, cannot be …"
616, Very long delivery  
617," MANDATORY SELLER, in the application there is only delivery to the counter, uh tricked, the closest one is 30 minutes from my shop 👍 ,, trying to call the counter asking for …"
618," the service was really bad, the items arrived long  "
619, OLD .. express what's slow like this.  
620," the delivery took a long time, even though from Friday the contact was already done, but until Monday it hasn't arrived "".. …"
621," My package is not there at all but the scroll has marked the package as received on my husband's name even though the package is not here yet my husband is off work now on Sunday, please help for accountability …"
622, My package has been received but I don't know who received it ... he said on behalf of the family member's blessing ... ngaraaang ... send the package at 10 mlm ... can you call first ... something wrong whit this …
623," The plyann is very bad, even though the goods are not the same; "
624, telalulama  
625," The item didn't arrive, the report was finished  "
